genres,release_date,id,item_id,playtime_forever
"['Action', 'Indie', 'Simulation', 'Early Access']",2017-08-01,663100.0,505440,248
"['Action', 'Adventure', 'Indie']",2017-08-01,659480.0,506140,0
"['Indie', 'Simulation', 'Strategy']",2017-08-01,600280.0,506280,0
"['Indie', 'RPG', 'Strategy']",2017-08-01,676810.0,508140,261
"['Indie', 'RPG', 'Strategy']",2017-08-01,636890.0,402570,0
"['Indie', 'RPG', 'Strategy']",2017-08-01,688820.0,508180,261
"['Adventure', 'Indie']",2017-08-01,343860.0,508290,225
"['Indie', 'RPG']",2017-08-01,689550.0,509110,228
['RPG'],2017-08-01,679470.0,509190,0
"['Action', 'Adventure', 'Indie']",2017-08-01,690700.0,509840,185
"['Indie', 'Strategy']",Coming soon,585820.0,510630,0
"['Adventure', 'Indie']",2017-08-01,652600.0,510750,0
"['Action', 'Adventure', 'Casual', 'Indie']",2017-08-01,672380.0,511800,13
['Sports'],2017-08-01,564910.0,512470,0
"['Action', 'Indie', 'Animation &amp; Modeling', 'Design &amp; Illustration']",2017-08-02,666030.0,512640,187
"['Adventure', 'Casual', 'Indie']",2017-07-27,687140.0,512770,126
['Action'],2017-08-01,642200.0,513150,0
['Indie'],2017-08-01,620200.0,513440,0
"['Adventure', 'Casual', 'Indie']",2017-08-01,671480.0,515020,0
"['Action', 'Adventure', 'Casual']",2017-08-01,572240.0,516230,182
"['Indie', 'RPG']",2017-08-01,573170.0,516700,246
"['Casual', 'Early Access']",2017-07-31,673050.0,517460,0
"['Adventure', 'Casual', 'Indie']",2017-07-31,663600.0,517910,66
"['Action', 'Indie']",2017-07-31,658150.0,222500,0
"['Action', 'Adventure', 'Indie']",2017-07-31,545560.0,519530,2
"['Casual', 'Indie']",2017-07-26,633350.0,523320,1
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",2017-07-31,672360.0,523321,1
"['Indie', 'RPG']",2017-08-01,670940.0,523322,1
"['Adventure', 'Casual', 'Indie']",2017-08-01,615180.0,523323,1
"['Casual', 'Strategy']",2017-07-25,547520.0,523324,1
['Adventure'],2017-08-01,652950.0,523325,1
"['Racing', 'Simulation', 'Sports']",2017-08-01,437121.0,523326,1
"['Action', 'Adventure', 'Indie']",2017-08-01,675120.0,523327,1
"['Racing', 'Simulation', 'Sports']",2017-08-01,437120.0,523328,1
"['Adventure', 'Indie', 'RPG']",2017-08-01,592810.0,523329,1
"['Action', 'Indie', 'Racing', 'Strategy']",2017-08-01,671290.0,519560,1
"['Action', 'Indie', 'Racing', 'Strategy']",2017-08-01,672510.0,519561,1
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-08-01,591507.0,519562,1
"['Action', 'Indie']",2017-08-01,675030.0,519563,1
"['Casual', 'Indie', 'Strategy']",2017-08-01,659180.0,519564,1
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",2017-08-01,578600.0,519565,1
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",2017-07-31,579930.0,519566,1
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-31,682350.0,519567,1
['Strategy'],1991-01-01,678620.0,519568,1
"['Action', 'Casual', 'Indie']",2017-07-31,655910.0,519569,1
"['Indie', 'RPG', 'Early Access']",2017-07-31,674550.0,519570,1
"['Action', 'Adventure', 'RPG']",2017-07-31,644330.0,519571,1
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2017-07-31,487000.0,519573,1
"['Action', 'Indie']",2017-07-31,661180.0,519574,1
"['Free to Play', 'Indie', 'Strategy']",2017-07-30,654680.0,519575,1
"['Action', 'Indie']",2017-07-30,656190.0,519576,1
"['Action', 'Casual', 'Indie', 'Racing']",2017-07-30,651550.0,519577,1
"['Action', 'Simulation', 'Sports']",2017-07-30,674570.0,519578,1
"['Casual', 'Indie', 'Strategy', 'Early Access']",2017-07-31,656270.0,521340,166
"['Adventure', 'Casual', 'Indie']",2017-07-31,684360.0,521470,0
['Indie'],2017-07-31,661870.0,521570,0
"['Action', 'Adventure', 'Indie']",2017-11-30,674010.0,522490,0
['Simulation'],2017-07-31,614005.0,522570,13
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-31,520300.0,524030,0
"['Action', 'Indie', 'RPG', 'Strategy']",2017-07-31,674960.0,394140,0
"['Adventure', 'Casual', 'Indie']",2017-07-28,679190.0,527440,0
"['Action', 'Adventure', 'Indie']",2017-07-28,484970.0,324810,0
"['Casual', 'Indie']",2017-07-28,675370.0,529670,0
"['Action', 'Casual', 'Indie']",2017-07-29,684470.0,4570,710
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-07-31,628760.0,9310,62
"['Adventure', 'Casual', 'Indie']",2017-07-28,661040.0,550,656
"['Action', 'Free to Play']",2017-07-28,654171.0,91600,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-07-28,664620.0,730,71838
"['Adventure', 'Indie']",2017-07-28,669480.0,99900,11
"['Indie', 'Simulation', 'Early Access']",2017-07-28,650350.0,212070,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-07-28,681350.0,230410,11688
"['Casual', 'Indie', 'Simulation', 'Early Access']",2017-06-27,661690.0,236390,4657
"['Adventure', 'Free to Play']",2017-07-28,620381.0,243870,1522
"['Action', 'Indie']",2017-07-28,659100.0,223750,0
"['Adventure', 'Indie']",2017-07-28,672080.0,210770,39
"['Casual', 'Indie']",2017-07-28,669750.0,107410,2614
"['Action', 'Adventure', 'Indie']",2017-07-28,686430.0,222880,796
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2017-08-02,669380.0,33910,344
"['Action', 'Free to Play', 'Early Access']",2017-07-28,550650.0,304930,385
"['Action', 'Adventure', 'Indie']",2017-07-28,564100.0,227940,1024
"['Action', 'Adventure', 'Indie']",2017-07-28,535480.0,391460,0
"['Racing', 'Simulation']",2017-07-28,672271.0,2620,4615
"['Racing', 'Simulation']",2017-07-28,672270.0,4000,114718
"['Indie', 'Simulation', 'Strategy']",2017-07-28,677820.0,220,4170
"['Action', 'Indie']",2017-07-28,673230.0,320,0
"['Adventure', 'Simulation']",2017-07-27,649810.0,340,44
"['Action', 'Massively Multiplayer', 'Racing']",2017-07-27,643740.0,360,0
['Indie'],2017-07-27,657530.0,380,1100
['Strategy'],2017-07-27,645400.0,400,1455
"['Adventure', 'Free to Play', 'Simulation']",2017-06-29,668770.0,420,1438
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-07-27,664000.0,8140,132
"['Casual', 'Free to Play', 'Indie']",2017-07-27,673690.0,1250,708
"['Adventure', 'RPG', 'Strategy']",2017-07-27,684570.0,35420,0
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-07-27,652230.0,10150,143
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-27,631980.0,550,15678
"['Action', 'Adventure', 'Indie']",2017-07-27,666910.0,223530,0
['Casual'],2017-07-27,686130.0,8190,35
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-27,597990.0,620,2458
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-07-14,644550.0,105600,6547
"['Adventure', 'Casual', 'Indie']",2017-07-28,516600.0,19680,153
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2017-07-27,679460.0,201870,2620
"['Adventure', 'Casual', 'Indie']",2017-07-28,661710.0,72850,14024
"['Adventure', 'Indie']",2017-07-06,656900.0,55230,3560
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-27,675460.0,205790,0
"['Casual', 'Indie', 'Strategy']",2017-07-27,679530.0,22380,11985
"['Casual', 'Indie']",2017-07-13,654820.0,207610,1736
"['Adventure', 'Casual', 'Indie']",2017-07-28,665900.0,91310,10255
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-07-26,616250.0,49520,12023
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2017-07-27,397900.0,4720,502
"['Adventure', 'Casual', 'Indie']",2017-07-27,674060.0,201790,561
"['Casual', 'Indie']",2017-07-27,674030.0,224540,3063
"['Racing', 'Simulation', 'Sports']",2017-07-27,607250.0,208090,2656
['Simulation'],2017-07-27,500214.0,211500,27
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-07-27,619340.0,212160,2
"['Utilities', 'Video Production']",2017-07-20,582510.0,218230,1
"['Adventure', 'Indie', 'RPG']",2017-07-27,496340.0,230410,62057
['Indie'],2017-07-27,392610.0,223710,246
['Strategy'],2017-07-25,628100.0,242720,0
['Strategy'],2017-07-25,628030.0,265630,886
['Simulation'],2017-07-25,628180.0,224260,425
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-08-01,656020.0,253710,9
"['Adventure', 'Indie']",2017-07-20,674390.0,216250,4744
"['Action', 'Adventure', 'Indie']",2017-07-25,511250.0,219740,572
"['RPG', 'Strategy']",2017-07-17,658610.0,322330,2018
"['Action', 'Adventure', 'Indie']",2017-07-24,671050.0,234710,718
"['Action', 'Free to Play']",2017-07-26,654170.0,41070,433
"['Indie', 'Strategy', 'Early Access']",2017-02-06,673480.0,200330,0
"['Action', 'Simulation']",2017-07-25,670910.0,244850,100
"['Casual', 'Indie']",2017-07-09,676780.0,218620,1463
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-07-24,679510.0,206420,2557
"['Indie', 'RPG', 'Strategy']",2017-07-25,682900.0,239200,10
"['Indie', 'RPG', 'Strategy']",2017-07-25,684140.0,250320,1521
"['Indie', 'RPG', 'Strategy']",2017-07-25,680790.0,251570,7472
"['Indie', 'RPG', 'Strategy']",2017-07-25,674880.0,205100,6039
"['Action', 'Adventure', 'Casual', 'Racing', 'Simulation', 'Sports']",2017-09-07,678500.0,22120,3
"['Indie', 'RPG', 'Strategy']",2017-07-25,676040.0,22140,0
"['Action', 'Adventure']",2017-07-25,598022.0,22180,0
"['Adventure', 'Indie']",2017-07-25,664870.0,221910,82
"['Action', 'Indie']",2017-07-25,684730.0,261030,648
"['Action', 'Indie']",2017-07-25,618190.0,265930,693
"['Indie', 'Simulation', 'Strategy']",2017-07-25,484900.0,367540,0
"['Indie', 'Simulation', 'Strategy']",2017-07-25,685820.0,221100,1451
"['Action', 'Indie']",2017-07-25,425240.0,270450,32
"['Indie', 'RPG', 'Strategy']",2017-07-25,679850.0,222880,39
['Action'],2017-07-25,511680.0,286160,800
['Indie'],2017-07-21,683420.0,290930,153
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-07-25,591509.0,41050,201
"['Casual', 'Simulation']",2017-07-25,637703.0,41060,323
"['Casual', 'Simulation']",2017-07-25,637704.0,227780,0
['Indie'],2017-07-25,661560.0,296630,0
['Action'],2017-07-25,626562.0,35450,0
"['Casual', 'Simulation']",2017-07-25,637705.0,236830,64
"['Casual', 'Simulation']",2017-07-25,637706.0,301520,773
['Action'],2017-07-25,626560.0,302830,424
['Action'],2017-07-25,626561.0,304030,0
['Action'],2017-07-25,626548.0,304930,4433
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-07-25,632300.0,224600,0
['Action'],2017-07-25,626547.0,227700,850
['Casual'],2017-07-24,671670.0,280740,57
"['Action', 'Indie']",2017-04-06,589320.0,291480,50
"['Action', 'Casual', 'Indie']",2017-07-24,672170.0,312990,205
"['Action', 'Indie', 'Early Access']",2017-07-24,414490.0,313120,347
"['Adventure', 'Casual']",2017-07-24,678420.0,227940,20
"['Casual', 'Indie']",Jul 2017,676890.0,317400,510
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2017-07-24,609410.0,318430,4
"['Indie', 'RPG']",2017-07-20,665240.0,253430,39
"['Adventure', 'Indie', 'Simulation', 'Strategy']",2017-07-20,603940.0,265550,7
['Audio Production'],2017-07-21,670450.0,326960,0
"['Simulation', 'Strategy']",2017-07-21,611421.0,24240,85
['Indie'],2017-01-18,668670.0,330830,1353
"['Simulation', 'Strategy']",2017-07-21,611420.0,730,6431
"['Simulation', 'Strategy']",2017-07-21,611400.0,333930,11925
"['Casual', 'Indie']",2017-07-21,683060.0,2400,1068
"['Action', 'Free to Play']",2017-07-21,677370.0,2420,218
['Simulation'],2017-07-21,500244.0,2430,13
"['Adventure', 'Indie']",2017-06-25,667340.0,301910,624
"['Indie', 'Strategy']",2017-07-25,643960.0,346110,19
"['Indie', 'Simulation', 'Early Access']",2017-07-21,654940.0,407530,0
"['Adventure', 'Casual']",2017-07-21,678410.0,365300,27
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-16,681560.0,365720,0
"['Adventure', 'Indie']",2017-07-21,324060.0,378610,0
['Strategy'],2017-07-21,655480.0,252950,155
"['Adventure', 'Indie']",2017-07-21,237850.0,57300,0
"['Action', 'Casual', 'Indie']",2017-07-21,672030.0,15700,13
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-21,669570.0,299360,64
"['Casual', 'Indie']",2017-07-21,669930.0,264240,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-07-21,568750.0,244930,1
"['Adventure', 'Strategy']",2017-07-21,665550.0,310380,0
"['Casual', 'Indie', 'Early Access']",2017-07-21,667880.0,34270,2
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017-07-21,563120.0,205230,7
"['Action', 'Indie']",2017-07-21,673660.0,466910,2
"['Adventure', 'Casual', 'Indie']",2017-07-13,679230.0,48000,0
"['Adventure', 'Casual', 'Indie']",2017-07-13,679340.0,220,789
"['Action', 'Adventure', 'Indie']",2017-07-30,681540.0,320,4
"['Casual', 'Indie', 'Strategy']",2017-07-22,657790.0,360,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-07-21,681980.0,380,4
"['Action', 'Indie']",2017-07-10,674980.0,4000,2197
"['Casual', 'Indie']",2017-07-21,655170.0,7670,236
['Strategy'],1996-12-31,674190.0,409710,0
"['Action', 'Indie']",2017-07-21,432790.0,4760,0
"['Action', 'Indie']",2017-07-21,661590.0,420,0
['Indie'],2017-07-21,651360.0,12120,127
"['Adventure', 'Casual']",2017-07-21,664570.0,12250,0
['Strategy'],2017-07-21,586150.0,12140,0
"['Action', 'Adventure', 'Casual', 'Indie']",2017-07-21,670100.0,12150,0
['Strategy'],2017-07-21,374960.0,17470,21
"['Casual', 'Indie']",2017-07-20,654770.0,17410,69
"['Action', 'Casual', 'Indie', 'Sports']",2017-07-20,529440.0,15620,410
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",2017-07-20,529180.0,10500,287
"['RPG', 'Strategy']",2017-07-20,682830.0,22120,4
"['Indie', 'Simulation']",2017-07-20,658600.0,22140,0
"['RPG', 'Strategy']",2017-07-20,682840.0,22180,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-28,669410.0,24740,388
"['RPG', 'Strategy']",2017-07-20,682850.0,22200,0
"['Casual', 'Indie', 'Strategy']",2017-07-19,661800.0,1250,867
"['Action', 'Casual', 'Indie', 'Strategy']",2017-07-19,661810.0,35420,5
"['Design &amp; Illustration', 'Early Access']",2017-07-20,656110.0,3590,356
"['Action', 'Indie']",2017-07-19,476360.0,22330,891
"['Action', 'Indie']",2017-07-19,662590.0,38400,0
"['Casual', 'Indie', 'Simulation']",2015-12-11,666610.0,38410,74
"['Action', 'Casual', 'Indie', 'Strategy']",2017-07-19,661970.0,38420,0
"['Indie', 'Simulation', 'Strategy']",2017-07-19,630360.0,550,2061
['Simulation'],2017-07-19,602811.0,223530,0
"['Action', 'Indie', 'Simulation', 'Strategy']",2017-07-19,672770.0,20900,408
['Simulation'],2017-07-19,622351.0,22370,1982
"['Indie', 'Strategy', 'Early Access']",2017-07-19,562230.0,24980,1310
"['Adventure', 'Casual']",2017-07-19,678400.0,41700,531
"['Action', 'Adventure', 'Indie']",2017-07-20,659750.0,24960,712
"['Adventure', 'Indie']",2017-07-19,573130.0,43110,183
['Action'],2017-06-10,667450.0,8190,624
"['Action', 'Casual', 'Indie']",2017-07-19,667360.0,33910,421
"['Action', 'Adventure', 'Free to Play', 'Strategy']",2017-07-19,650611.0,33930,286
"['Action', 'Indie']",2017-07-19,575950.0,219540,0
"['Adventure', 'Free to Play', 'Indie', 'RPG']",2017-09-30,667120.0,58400,2
"['Indie', 'Early Access']",2017-07-19,569770.0,57300,107
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-07-20,654660.0,41060,0
"['Indie', 'Sports']",Spring 2017,386430.0,227780,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-17,678710.0,8980,839
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017-07-20,623320.0,12210,3837
['Simulation'],2017-07-20,321460.0,12220,435
"['Adventure', 'Casual', 'Indie']",2017-07-20,663370.0,31280,251
"['Action', 'Casual', 'Indie']",2017-07-20,674000.0,40800,252
"['Action', 'Adventure', 'Indie']",2017-06-09,655490.0,21100,0
['Casual'],2017-07-20,657230.0,63710,174
"['Action', 'Adventure', 'Indie']",2017-07-13,667680.0,95300,2
"['Indie', 'Simulation', 'Strategy']",2017-07-20,569480.0,45760,80
"['Casual', 'Free to Play', 'Strategy']",2017-07-20,587460.0,22100,0
"['Adventure', 'Racing', 'Sports']",2017-07-19,670550.0,48700,262
"['Action', 'Free to Play', 'Strategy']",2017-07-19,327690.0,105600,1428
"['Design &amp; Illustration', 'Web Publishing']",2017-07-19,649690.0,91700,11
"['Adventure', 'RPG', 'Simulation']",2017-07-18,588950.0,7600,0
"['Action', 'Adventure', 'Free to Play', 'Strategy']",2017-07-19,650610.0,42160,0
"['Action', 'Indie']",2017-07-18,618310.0,206980,0
"['Action', 'Free to Play', 'Indie']",2017-07-18,428840.0,16450,0
"['Indie', 'RPG', 'Strategy']",2017-07-18,436290.0,35480,1
"['Indie', 'RPG', 'Strategy']",2017-07-18,677670.0,22230,271
['Action'],2017-07-18,641384.0,33460,80
"['Casual', 'Simulation']",2017-07-18,637699.0,48000,63
"['Casual', 'Simulation']",2017-07-18,637702.0,32800,5
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-07-17,678730.0,107100,156
"['Action', 'Indie']",2017-07-14,653230.0,18070,109
['Indie'],2017-07-13,656220.0,28050,388
"['Adventure', 'Indie', 'RPG']",2012-04-13,675180.0,55150,228
"['Adventure', 'Indie', 'RPG']",2012-04-13,675200.0,35450,258
"['Action', 'Casual', 'Indie']",2017-07-14,656640.0,236830,0
"['Casual', 'Indie']",2017-07-14,650680.0,113200,518
"['Action', 'Adventure', 'RPG']",2017-07-14,407000.0,55230,525
"['Indie', 'RPG', 'Strategy']",2017-07-14,676750.0,65800,1559
"['Indie', 'RPG', 'Strategy']",2017-07-14,677320.0,102600,79
"['Indie', 'RPG', 'Strategy']",2017-07-14,679150.0,200910,52
"['Casual', 'Indie']",2017-07-14,615080.0,72850,1675
"['Indie', 'RPG', 'Strategy']",2017-07-14,679790.0,41070,6
"['Indie', 'RPG', 'Strategy']",2017-07-14,675060.0,203810,0
"['Casual', 'Indie']",2017-07-14,664160.0,11450,0
"['Utilities', 'Video Production', 'Web Publishing']",2017-07-14,649390.0,12710,0
"['Action', 'Indie']",2017-07-14,678240.0,12810,62
"['Indie', 'RPG', 'Strategy']",2017-07-14,676110.0,205790,0
['Simulation'],2017-07-14,602623.0,240,1367
"['Adventure', 'Casual', 'Indie']",2017-07-14,659250.0,620,1060
"['Action', 'Indie', 'Early Access']",2017-07-14,601700.0,204030,22
"['Casual', 'Indie']",2017-07-01,657680.0,2400,9
"['Action', 'Casual', 'Indie']",2017-07-14,656600.0,2420,0
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-07-17,678731.0,2430,0
['Action'],2017-07-17,654240.0,67370,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-17,666930.0,21170,939
"['Action', 'Indie']",2017-07-17,635980.0,206210,68
"['Action', 'Indie']",2017-07-17,660070.0,22380,3534
"['Adventure', 'Casual']",2017-07-17,669040.0,207650,8
"['Action', 'Indie', 'RPG']",2017-07-17,445850.0,203630,0
['Indie'],2017-07-17,659810.0,207610,814
"['Indie', 'Simulation']",2017-07-17,665410.0,3900,0
"['Adventure', 'Indie']",2017-07-17,653210.0,16810,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Coming soon,516030.0,34440,0
"['Adventure', 'Casual', 'Indie']",2017-07-17,536770.0,34450,0
"['Casual', 'Indie']",2017-07-17,565640.0,108800,102
"['Casual', 'Indie', 'Simulation']",2017-07-17,651010.0,204100,800
"['Action', 'Free to Play', 'Indie']",2017-07-17,598530.0,200010,46
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-07-17,591503.0,50300,25
"['Casual', 'Indie']",2017-07-17,652390.0,108710,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-17,665090.0,35140,0
"['Action', 'Adventure', 'Indie']",Coming Soon,375390.0,49520,7017
"['Adventure', 'Strategy']",1991-01-02,666660.0,204300,71
"['Indie', 'Strategy']",2017-07-14,647960.0,730,6828
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-07-14,656180.0,215280,259
['Action'],2017-07-14,661090.0,202170,973
"['Action', 'Indie']",2017-07-13,655950.0,215510,0
"['Action', 'Indie']",2017-07-12,655710.0,65300,2
"['Adventure', 'Indie', 'RPG']",2017-07-13,664590.0,200260,595
"['Action', 'Indie', 'RPG']",2017-07-14,668300.0,212680,149
"['Adventure', 'Casual', 'Indie']",2017-06-10,647040.0,214560,40
"['Indie', 'RPG', 'Strategy']",2017-07-13,676160.0,206440,0
"['RPG', 'Strategy', 'Early Access']",2017-07-13,617480.0,220780,218
"['Action', 'Indie']",2017-07-07,668800.0,204360,96
"['Indie', 'RPG', 'Early Access']",2017-07-13,652030.0,221260,0
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2017-07-15,652980.0,200710,1115
"['Casual', 'Indie', 'Simulation']",2017-07-13,667130.0,220860,18
"['Indie', 'Simulation', 'Strategy']",2017-07-13,667840.0,219150,453
"['Adventure', 'Indie']",2017-07-14,352810.0,205100,986
"['Action', 'Indie']",2017-07-13,660990.0,219640,1387
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2017-07-14,656400.0,232210,0
"['Casual', 'Indie']",2017-07-13,655180.0,8870,1526
"['Casual', 'Indie']",2017-07-14,667200.0,200510,1058
"['Casual', 'Indie']",2017-07-18,667070.0,4920,512
['Simulation'],2017-07-14,622352.0,220240,954
['Strategy'],2017-07-14,620640.0,205930,0
['Video Production'],2017-07-14,523120.0,201790,60
"['Indie', 'Racing', 'Sports']",2016-10-21,655610.0,80300,0
"['Action', 'Casual', 'Indie']",2017-06-17,661270.0,224540,47
"['Action', 'Free to Play', 'Massively Multiplayer']",2017-07-14,670570.0,43160,958
"['Adventure', 'Casual', 'Indie']",2017-07-14,676050.0,200900,0
"['Casual', 'Indie']",2017-07-14,667160.0,218130,0
"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-13,677150.0,227300,209
"['Indie', 'Strategy']",2017-07-13,605200.0,204080,0
"['Adventure', 'Indie']",2017-07-13,658750.0,57690,56
"['Action', 'Indie']",2017-07-13,580970.0,109600,1
"['Action', 'Indie']",2017-07-13,661240.0,224580,31
"['Indie', 'RPG', 'Strategy']",2017-07-13,671110.0,8930,3801
"['Action', 'Indie', 'RPG']",2017-07-13,671900.0,225260,0
"['Simulation', 'Strategy']",2017-07-13,636500.0,218060,111
"['Indie', 'RPG', 'Strategy']",2017-07-13,668950.0,203160,1218
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",2016-01-14,600750.0,225420,10
"['Action', 'Adventure', 'Indie']",2017-07-12,583470.0,227080,0
"['Action', 'Adventure', 'Indie']",2017-07-12,666670.0,233720,66
"['Action', 'Indie']",2017-07-12,548680.0,234710,238
"['Adventure', 'Casual']",2017-07-12,647080.0,233270,60
"['Action', 'Indie']",2017-07-12,463790.0,210770,7
"['Adventure', 'Indie', 'RPG']",2017-07-12,654250.0,113020,32
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-07-10,647050.0,202270,0
"['Action', 'Indie', 'Early Access']",2017-07-12,483490.0,3910,0
"['Action', 'Indie']",2017-07-12,499580.0,322330,37
"['Casual', 'Indie']",2017-07-12,597110.0,224760,8
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2017-06-27,667650.0,31120,0
"['Action', 'Casual', 'Indie']",2017-07-11,654000.0,31130,0
"['Action', 'Adventure', 'Indie']",2017-07-11,308060.0,31220,26
['Action'],2017-07-11,585910.0,31230,0
['Indie'],2017-07-11,654540.0,31240,0
"['Casual', 'Simulation']",2017-07-11,637694.0,31250,0
"['Casual', 'Simulation']",2017-07-11,637697.0,31260,0
"['Casual', 'Simulation']",2017-07-11,637698.0,31270,0
"['Casual', 'Simulation']",2017-07-11,637696.0,31290,1
['Adventure'],2017-07-11,639170.0,94500,0
"['Casual', 'Simulation']",2017-07-11,637695.0,94510,0
['Indie'],2017-07-11,603860.0,94520,0
"['Casual', 'Indie']",2017-07-11,664610.0,94530,0
"['Action', 'Indie', 'Massively Multiplayer']",2017-07-06,668790.0,94590,0
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2017-07-11,449700.0,94600,0
"['Action', 'Indie', 'RPG']",2017-07-11,652410.0,94610,0
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-07-11,653790.0,94620,0
"['Adventure', 'Indie']",2017-07-11,656670.0,238210,20
"['Adventure', 'Indie']",2017-07-11,656570.0,233980,0
"['Action', 'Indie']",2017-07-12,463796.0,206190,120
"['Action', 'Indie']",2017-07-12,463797.0,242820,9
"['Action', 'Casual', 'Indie', 'Racing']",2017-07-11,656370.0,242110,160
"['Action', 'Indie']",2017-07-12,463798.0,95000,0
"['Action', 'Indie']",2017-07-12,463799.0,237110,94
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-07-12,666800.0,234390,0
"['Casual', 'Indie']",2017-07-12,619870.0,225080,0
['Simulation'],2017-07-12,556214.0,244070,0
"['Action', 'Casual', 'Indie', 'Sports']",2017-07-12,455770.0,209000,1173
"['Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-07-12,608660.0,239070,0
"['Adventure', 'Indie']",2017-07-12,669590.0,218620,464
"['Action', 'Indie', 'Strategy']",2017-07-12,561566.0,47790,0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-07-10,668040.0,47830,24
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-07-10,668060.0,241240,0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-07-10,668050.0,238320,71
"['Action', 'Indie']",2017-07-10,655360.0,214550,0
"['Action', 'Adventure', 'Indie']",2017-07-10,644160.0,252410,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2017-07-10,640210.0,252490,42
"['Casual', 'Indie']",2017-08-08,652070.0,252950,1008
"['Casual', 'Indie']",2017-07-10,675930.0,25800,0
"['Indie', 'RPG', 'Strategy']",2017-07-07,663660.0,231310,5
"['Indie', 'RPG', 'Strategy']",2017-07-07,673120.0,241540,74
"['Indie', 'RPG', 'Strategy']",2017-07-07,670980.0,58520,0
"['Simulation', 'Strategy']",2017-07-07,673440.0,204560,0
"['Indie', 'RPG', 'Strategy']",2017-07-07,673170.0,208730,0
"['Indie', 'RPG', 'Strategy']",2017-07-07,651630.0,219780,0
